LAT-Ikeja,LON-Ikeja,YEAR,MO,DY,T-MAX Ikeja,T-MIN Ikeja,RH-Ikeja,T-Ikeja 
6.61031,3.34771,1983,1,1,29.77,19.38,66.62,24.32
6.61031,3.34771,1983,1,2,29.2,17.62,64.23,23.09
6.61031,3.34771,1983,1,3,28.96,16.25,65.79,22.2
6.61031,3.34771,1983,1,4,28.43,16.34,67.29,22.03
6.61031,3.34771,1983,1,5,28.03,16.87,66.48,21.86
6.61031,3.34771,1983,1,6,26.91,15.78,60.9,21.01
6.61031,3.34771,1983,1,7,27.71,16.36,63.08,21.58
6.61031,3.34771,1983,1,8,28.17,16.38,66.3,21.93
6.61031,3.34771,1983,1,9,28.29,16.86,67.21,22.41
6.61031,3.34771,1983,1,10,29.37,17.42,67.96,22.9
6.61031,3.34771,1983,1,11,29.9,17.39,68.64,23.2
6.61031,3.34771,1983,1,12,30.02,17.53,67.71,23.21
6.61031,3.34771,1983,1,13,29.14,16.98,62.4,22.38
6.61031,3.34771,1983,1,14,28.24,17.15,63.96,22.41
6.61031,3.34771,1983,1,15,28.93,18.44,65.74,23.24
6.61031,3.34771,1983,1,16,30.11,18.24,68.6,23.65
6.61031,3.34771,1983,1,17,30.67,18.37,67.08,24.14
6.61031,3.34771,1983,1,18,31.25,18.26,65.17,24.36
6.61031,3.34771,1983,1,19,30.8,17.7,60.57,24.03
6.61031,3.34771,1983,1,20,30.53,18.95,57.8,24.53
6.61031,3.34771,1983,1,21,30.9,20.26,60.98,25.36
6.61031,3.34771,1983,1,22,30.73,19.99,63.41,25.07
6.61031,3.34771,1983,1,23,30.38,19.68,59.63,24.36
6.61031,3.34771,1983,1,24,29.32,16.6,55.44,22.76
6.61031,3.34771,1983,1,25,29.26,16.63,58.03,22.67
6.61031,3.34771,1983,1,26,29.88,17.09,59.73,23.4
6.61031,3.34771,1983,1,27,29.67,17.55,55.73,23.48
6.61031,3.34771,1983,1,28,29.66,17.22,54.26,23.13
6.61031,3.34771,1983,1,29,29.95,16.78,55.89,23.13
6.61031,3.34771,1983,1,30,30.05,17.45,57.73,23.42
6.61031,3.34771,1983,1,31,30.47,18.62,59.48,24.39
6.61031,3.34771,1983,2,1,30.97,19.35,64,24.76
6.61031,3.34771,1983,2,2,31.33,20.85,67.79,25.59
6.61031,3.34771,1983,2,3,31.77,20.58,65.84,25.52
6.61031,3.34771,1983,2,4,31.36,20.61,73.82,25.61
6.61031,3.34771,1983,2,5,31.24,22.49,79.84,26.23
6.61031,3.34771,1983,2,6,32.35,23.14,76.02,26.91
6.61031,3.34771,1983,2,7,32.15,22.92,77.07,26.9
6.61031,3.34771,1983,2,8,32.53,23.39,77.66,27.23
6.61031,3.34771,1983,2,9,31.44,23.61,79.54,27
6.61031,3.34771,1983,2,10,31.46,23.38,79.31,26.98
6.61031,3.34771,1983,2,11,30.76,24.43,80.1,26.9
6.61031,3.34771,1983,2,12,31.63,23.91,76.91,27.11
6.61031,3.34771,1983,2,13,31.98,23.5,77.44,27.16
6.61031,3.34771,1983,2,14,32.3,23.63,78.07,27.35
6.61031,3.34771,1983,2,15,32.15,24.08,79.93,27.41
6.61031,3.34771,1983,2,16,32.29,23.84,78.7,27.48
6.61031,3.34771,1983,2,17,32.16,23.86,78.03,27.3
6.61031,3.34771,1983,2,18,31.71,23.92,78.17,27.13
6.61031,3.34771,1983,2,19,31.98,23.46,76.32,27.07
6.61031,3.34771,1983,2,20,32.25,23.81,75.94,27.42
6.61031,3.34771,1983,2,21,32.83,23.81,75.1,27.81
6.61031,3.34771,1983,2,22,30.47,24.82,80.15,27.2
6.61031,3.34771,1983,2,23,31.92,24.03,77.76,27.52
6.61031,3.34771,1983,2,24,33.12,24.77,73.59,28.41
6.61031,3.34771,1983,2,25,33.57,24.43,74.47,28.3
6.61031,3.34771,1983,2,26,33.09,24.21,70.16,27.7
6.61031,3.34771,1983,2,27,32.57,23.94,75.08,27.56
6.61031,3.34771,1983,2,28,32.65,23.93,72.93,27.57
6.61031,3.34771,1983,3,1,33.37,23.75,69.85,27.59
6.61031,3.34771,1983,3,2,31.9,23.73,74.76,27.41
6.61031,3.34771,1983,3,3,32.08,23.25,50.01,26.79
6.61031,3.34771,1983,3,4,33.59,20.58,53.31,26.53
6.61031,3.34771,1983,3,5,32.79,23.31,70.88,27.27
6.61031,3.34771,1983,3,6,32.28,23.6,73.78,27.44
6.61031,3.34771,1983,3,7,33.81,24.24,70.79,28.16
6.61031,3.34771,1983,3,8,33.08,23.65,67.27,27.4
6.61031,3.34771,1983,3,9,33.6,23.46,64.58,27.61
6.61031,3.34771,1983,3,10,33.73,23.7,68.97,27.88
6.61031,3.34771,1983,3,11,33.59,23.94,72.13,28.17
6.61031,3.34771,1983,3,12,33.5,24.33,71.76,28.45
6.61031,3.34771,1983,3,13,33.58,24.65,72.7,28.59
6.61031,3.34771,1983,3,14,33.64,24.68,73.43,28.62
6.61031,3.34771,1983,3,15,33.4,25.06,74.83,28.57
6.61031,3.34771,1983,3,16,33.34,24.85,75.38,28.47
6.61031,3.34771,1983,3,17,33.03,25.31,74.85,28.49
6.61031,3.34771,1983,3,18,33.51,24.82,72.94,28.68
6.61031,3.34771,1983,3,19,35.09,24.9,70.45,29.15
6.61031,3.34771,1983,3,20,33.52,25.58,74.9,28.88
6.61031,3.34771,1983,3,21,31.8,25.58,76.78,28.2
6.61031,3.34771,1983,3,22,32.61,25.18,74.59,28.37
6.61031,3.34771,1983,3,23,33.74,25.01,73.68,28.65
6.61031,3.34771,1983,3,24,33.77,25.17,73.66,28.7
6.61031,3.34771,1983,3,25,33.39,24.98,74.8,28.58
6.61031,3.34771,1983,3,26,33.27,25.65,75.06,28.66
6.61031,3.34771,1983,3,27,32.84,25.89,75.96,28.62
6.61031,3.34771,1983,3,28,32.91,25.56,75.62,28.62
6.61031,3.34771,1983,3,29,32.42,26.31,80.11,28.54
6.61031,3.34771,1983,3,30,31.61,26.02,79.29,28.31
6.61031,3.34771,1983,3,31,30.19,25.99,81.63,27.64
6.61031,3.34771,1983,4,1,31.8,25.48,79.06,27.79
6.61031,3.34771,1983,4,2,29.99,24.8,83.38,26.98
6.61031,3.34771,1983,4,3,28.56,24.55,83.82,26.3
6.61031,3.34771,1983,4,4,29.42,23.84,82.42,26.6
6.61031,3.34771,1983,4,5,31.14,24.74,84.26,27.33
6.61031,3.34771,1983,4,6,30.67,25.21,83.4,27.49
6.61031,3.34771,1983,4,7,31.78,25.34,80.8,28
6.61031,3.34771,1983,4,8,31.4,25.05,81,27.74
6.61031,3.34771,1983,4,9,30.49,24.92,83.89,27.29
6.61031,3.34771,1983,4,10,31.38,24.96,81.82,27.64
6.61031,3.34771,1983,4,11,30.24,25.1,83.34,27.18
6.61031,3.34771,1983,4,12,31.99,24.58,80.74,27.71
6.61031,3.34771,1983,4,13,31.45,24.74,82.64,27.38
6.61031,3.34771,1983,4,14,31.73,23.94,80.8,27.12
6.61031,3.34771,1983,4,15,31.3,23.68,82.56,27
6.61031,3.34771,1983,4,16,31.24,24.65,81.75,27.49
6.61031,3.34771,1983,4,17,31.09,24.84,83.26,27.5
6.61031,3.34771,1983,4,18,31.35,24.77,82.47,27.6
6.61031,3.34771,1983,4,19,31.04,25.17,82.98,27.67
6.61031,3.34771,1983,4,20,30.39,25.29,85.29,27.13
6.61031,3.34771,1983,4,21,30.04,25.06,84.14,27.05
6.61031,3.34771,1983,4,22,30.74,24.64,82.56,27.35
6.61031,3.34771,1983,4,23,31.59,25.54,80.05,27.94
6.61031,3.34771,1983,4,24,31.73,24.75,79.92,27.75
6.61031,3.34771,1983,4,25,29.9,25.01,83.29,27.17
6.61031,3.34771,1983,4,26,30.43,24.89,83.32,27.32
6.61031,3.34771,1983,4,27,30.25,24.65,82.35,26.97
6.61031,3.34771,1983,4,28,31.79,23.88,79.18,27.33
6.61031,3.34771,1983,4,29,30.58,24.91,82.17,27.37
6.61031,3.34771,1983,4,30,31.54,24.94,81.51,27.75
6.61031,3.34771,1983,5,1,30.98,25.32,83.2,27.63
6.61031,3.34771,1983,5,2,29.9,25.1,84.37,27.07
6.61031,3.34771,1983,5,3,30.9,24.44,81.28,27.06
6.61031,3.34771,1983,5,4,29.97,24.23,82.86,26.47
6.61031,3.34771,1983,5,5,30.8,23.37,76.77,26.43
6.61031,3.34771,1983,5,6,31.21,23.48,80.91,26.97
6.61031,3.34771,1983,5,7,29.73,24.48,83.86,26.69
6.61031,3.34771,1983,5,8,30.29,24.82,85.21,26.98
6.61031,3.34771,1983,5,9,29.57,24.81,84.63,26.67
6.61031,3.34771,1983,5,10,28.83,24.67,86.39,26.33
6.61031,3.34771,1983,5,11,30.11,24.6,82,26.9
6.61031,3.34771,1983,5,12,30.83,24.56,81.83,27.34
6.61031,3.34771,1983,5,13,30.43,24.95,79.87,27.33
6.61031,3.34771,1983,5,14,28.5,24.91,85.37,26.39
6.61031,3.34771,1983,5,15,28.04,24.54,89.22,26.1
6.61031,3.34771,1983,5,16,29.49,24.53,87.23,26.6
6.61031,3.34771,1983,5,17,28.7,24.62,89.24,26.28
6.61031,3.34771,1983,5,18,29.5,24.42,87,26.5
6.61031,3.34771,1983,5,19,28.48,24.35,89.08,25.95
6.61031,3.34771,1983,5,20,29.38,23.89,87.86,26.11
6.61031,3.34771,1983,5,21,28.99,24.16,88.92,26.15
6.61031,3.34771,1983,5,22,28.63,23.93,87.8,25.95
6.61031,3.34771,1983,5,23,28.11,24.07,89.78,25.86
6.61031,3.34771,1983,5,24,28,24.43,91.1,25.96
6.61031,3.34771,1983,5,25,28.97,24.29,83.74,26.38
6.61031,3.34771,1983,5,26,29.82,24.29,85.26,26.66
6.61031,3.34771,1983,5,27,30.3,24.87,85.72,27.21
6.61031,3.34771,1983,5,28,29,24.98,88.73,26.55
6.61031,3.34771,1983,5,29,29.15,24.22,88.6,26.3
6.61031,3.34771,1983,5,30,29.2,24.05,88.24,26.36
6.61031,3.34771,1983,5,31,29,24.42,89.39,26.25
6.61031,3.34771,1983,6,1,28.76,24.55,89.21,26.15
6.61031,3.34771,1983,6,2,29,24.16,88.86,26.21
6.61031,3.34771,1983,6,3,28.97,24.06,87.49,26.09
6.61031,3.34771,1983,6,4,29.31,23.82,86.62,26.22
6.61031,3.34771,1983,6,5,29.73,23.69,87.31,26.4
6.61031,3.34771,1983,6,6,29.33,24.11,87.15,26.29
6.61031,3.34771,1983,6,7,29.45,23.78,83.01,26.15
6.61031,3.34771,1983,6,8,29.01,23.82,86.37,26.05
6.61031,3.34771,1983,6,9,26.55,24.13,91.28,25.11
6.61031,3.34771,1983,6,10,27.19,23.94,91.59,25.36
6.61031,3.34771,1983,6,11,27.03,23.87,90.58,25.13
6.61031,3.34771,1983,6,12,27.99,23.43,89.28,25.39
6.61031,3.34771,1983,6,13,28.38,23.46,87.85,25.64
6.61031,3.34771,1983,6,14,27.45,24.09,91.42,25.54
6.61031,3.34771,1983,6,15,26.77,23.87,91.97,25.14
6.61031,3.34771,1983,6,16,28.46,23.4,87.76,25.55
6.61031,3.34771,1983,6,17,29.05,23.27,87.4,25.79
6.61031,3.34771,1983,6,18,29.04,23.68,86.93,25.88
6.61031,3.34771,1983,6,19,28,23.73,89.06,25.44
6.61031,3.34771,1983,6,20,26.27,23.66,92.5,24.71
6.61031,3.34771,1983,6,21,27.75,23.22,88.53,25.22
6.61031,3.34771,1983,6,22,28.42,23.06,87.03,25.15
6.61031,3.34771,1983,6,23,26.5,23.01,89.83,24.3
6.61031,3.34771,1983,6,24,27.73,22.86,87.52,24.67
6.61031,3.34771,1983,6,25,27.43,22.46,87.48,24.35
6.61031,3.34771,1983,6,26,27.78,21.96,85.08,24.42
6.61031,3.34771,1983,6,27,27.36,21.94,85.58,24.35
6.61031,3.34771,1983,6,28,27.46,22.54,86.09,24.43
6.61031,3.34771,1983,6,29,27.91,21.8,85.94,24.26
6.61031,3.34771,1983,6,30,27.58,21.39,84.6,23.96
6.61031,3.34771,1983,7,1,27.67,21.06,84.37,23.84
6.61031,3.34771,1983,7,2,27.75,20.99,83.71,24.07
6.61031,3.34771,1983,7,3,27.21,22.07,83.75,24.28
6.61031,3.34771,1983,7,4,26.06,22.45,86.58,24.07
6.61031,3.34771,1983,7,5,26.95,22.54,86.48,24.26
6.61031,3.34771,1983,7,6,26.35,21.86,87.71,23.93
6.61031,3.34771,1983,7,7,27.58,21.82,86.81,24.27
6.61031,3.34771,1983,7,8,26.57,22.13,88.12,23.95
6.61031,3.34771,1983,7,9,27.47,21.84,86.96,24.28
6.61031,3.34771,1983,7,10,27.94,21.84,87.53,24.37
6.61031,3.34771,1983,7,11,27.59,22.04,88.77,24.3
6.61031,3.34771,1983,7,12,27.16,22.73,89.17,24.38
6.61031,3.34771,1983,7,13,27.63,21.84,87.47,24.41
6.61031,3.34771,1983,7,14,26.86,22.11,89.25,24.01
6.61031,3.34771,1983,7,15,27.92,22.33,87.09,24.49
6.61031,3.34771,1983,7,16,27.32,21.9,87.89,24.22
6.61031,3.34771,1983,7,17,27.55,22.38,87.98,24.31
6.61031,3.34771,1983,7,18,28.02,22.18,86.39,24.62
6.61031,3.34771,1983,7,19,28.61,22.11,84.91,24.86
6.61031,3.34771,1983,7,20,27.66,22.3,86.23,24.28
6.61031,3.34771,1983,7,21,27.99,21.98,85.01,24.37
6.61031,3.34771,1983,7,22,27.89,21.7,85.01,24.3
6.61031,3.34771,1983,7,23,27.7,21.56,85.63,24.11
6.61031,3.34771,1983,7,24,26.61,21.82,86.52,23.77
6.61031,3.34771,1983,7,25,27.73,21.09,84.34,23.93
6.61031,3.34771,1983,7,26,26.76,21.66,85.63,23.56
6.61031,3.34771,1983,7,27,25.78,21.45,86.08,23.26
6.61031,3.34771,1983,7,28,27.92,20.95,82.9,24.05
6.61031,3.34771,1983,7,29,27.61,21.56,82.83,24.1
6.61031,3.34771,1983,7,30,24.63,22.12,88.47,23.09
6.61031,3.34771,1983,7,31,27.02,21.29,82.36,23.65
6.61031,3.34771,1983,8,1,28.11,20.49,82.6,23.97
6.61031,3.34771,1983,8,2,27.36,21.42,84.04,23.97
6.61031,3.34771,1983,8,3,26.92,21.95,84.9,23.94
6.61031,3.34771,1983,8,4,26.14,21.66,86.67,23.63
6.61031,3.34771,1983,8,5,27.08,21.84,85.42,23.88
6.61031,3.34771,1983,8,6,25.57,21.73,89.1,23.04
6.61031,3.34771,1983,8,7,24.49,21.28,90.42,22.62
6.61031,3.34771,1983,8,8,26.47,20.89,85.59,23.35
6.61031,3.34771,1983,8,9,25.35,21.08,87.5,22.96
6.61031,3.34771,1983,8,10,27.65,20.6,84.31,23.72
6.61031,3.34771,1983,8,11,26.81,21.49,84.87,23.62
6.61031,3.34771,1983,8,12,26.1,21.42,86.95,23.32
6.61031,3.34771,1983,8,13,27.66,20.93,83.63,23.73
6.61031,3.34771,1983,8,14,27.59,20.64,83.5,23.51
6.61031,3.34771,1983,8,15,27.81,20.91,82.45,23.7
6.61031,3.34771,1983,8,16,27.24,21.07,82.57,23.53
6.61031,3.34771,1983,8,17,26.99,20.64,83.24,23.22
6.61031,3.34771,1983,8,18,27.86,20.11,80.63,23.48
6.61031,3.34771,1983,8,19,27.7,20.11,81.12,23.54
6.61031,3.34771,1983,8,20,24.12,21.33,87.78,22.54
6.61031,3.34771,1983,8,21,26.75,21.16,82.36,23.39
6.61031,3.34771,1983,8,22,26.71,21.09,81.11,23.32
6.61031,3.34771,1983,8,23,27.48,20.42,82.07,23.44
6.61031,3.34771,1983,8,24,27.03,21.24,84.24,23.55
6.61031,3.34771,1983,8,25,27.48,21.24,84.17,23.91
6.61031,3.34771,1983,8,26,26.83,21.68,84.26,23.81
6.61031,3.34771,1983,8,27,28.03,21.39,82.23,24.07
6.61031,3.34771,1983,8,28,25.84,21.04,86.57,23.28
6.61031,3.34771,1983,8,29,27.1,21.63,84.32,23.76
6.61031,3.34771,1983,8,30,28.12,21.59,83.58,24.09
6.61031,3.34771,1983,8,31,28.33,21.52,83.25,24.52
6.61031,3.34771,1983,9,1,28.68,22.12,83.24,24.73
6.61031,3.34771,1983,9,2,28.3,22.09,83.3,24.76
6.61031,3.34771,1983,9,3,28.37,22.07,84,24.65
6.61031,3.34771,1983,9,4,27.98,21.44,86.18,24.36
6.61031,3.34771,1983,9,5,28.27,22.4,85.48,24.63
6.61031,3.34771,1983,9,6,27.08,22.35,87.79,24.18
6.61031,3.34771,1983,9,7,28.13,21.74,85.17,24.47
6.61031,3.34771,1983,9,8,26.94,22.33,89.89,24.22
6.61031,3.34771,1983,9,9,28.02,22.17,87.27,24.59
6.61031,3.34771,1983,9,10,27.54,22.44,87.72,24.37
6.61031,3.34771,1983,9,11,25.89,22.06,89.86,23.61
6.61031,3.34771,1983,9,12,27.22,22.02,88.31,24.06
6.61031,3.34771,1983,9,13,25.85,22.32,90.7,23.58
6.61031,3.34771,1983,9,14,27.01,21.88,87.93,23.94
6.61031,3.34771,1983,9,15,25.92,22.14,91.02,23.65
6.61031,3.34771,1983,9,16,25.34,22.27,92.29,23.42
6.61031,3.34771,1983,9,17,26.93,21.97,89.31,23.79
6.61031,3.34771,1983,9,18,27.52,21.57,87.59,23.94
6.61031,3.34771,1983,9,19,28.19,21.32,86.69,24.17
6.61031,3.34771,1983,9,20,28.42,21.8,86.35,24.68
6.61031,3.34771,1983,9,21,26.73,22.62,89.8,24.26
6.61031,3.34771,1983,9,22,28.03,22.52,86.69,24.77
6.61031,3.34771,1983,9,23,28.26,22.34,86.44,25.01
6.61031,3.34771,1983,9,24,28.48,22.74,86.11,25.26
6.61031,3.34771,1983,9,25,28.3,23.07,87.08,24.96
6.61031,3.34771,1983,9,26,27.58,22.65,87.44,24.72
6.61031,3.34771,1983,9,27,27.13,22.89,88.07,24.55
6.61031,3.34771,1983,9,28,28.93,22.53,85.51,25.26
6.61031,3.34771,1983,9,29,28.77,22.92,86.69,25.22
6.61031,3.34771,1983,9,30,28.47,22.71,87.09,25.02
6.61031,3.34771,1983,10,1,28.01,23.01,86.81,24.96
6.61031,3.34771,1983,10,2,28.47,22.67,84.52,25.09
6.61031,3.34771,1983,10,3,28.34,22.67,84.92,25.03
6.61031,3.34771,1983,10,4,28.63,22.49,86.34,25.17
6.61031,3.34771,1983,10,5,26.93,23,89.64,24.55
6.61031,3.34771,1983,10,6,29.17,22.25,85.61,25.27
6.61031,3.34771,1983,10,7,28.83,22.2,86.13,25
6.61031,3.34771,1983,10,8,28.54,22.24,85.42,24.81
6.61031,3.34771,1983,10,9,28.52,22.4,85.92,25.02
6.61031,3.34771,1983,10,10,29.34,22.66,85.04,25.5
6.61031,3.34771,1983,10,11,28.77,23.23,85.57,25.5
6.61031,3.34771,1983,10,12,27.97,22.63,85.9,24.99
6.61031,3.34771,1983,10,13,29.62,22.7,80.95,25.66
6.61031,3.34771,1983,10,14,29.49,22.39,82.33,25.59
6.61031,3.34771,1983,10,15,30.09,22.69,82.53,25.91
6.61031,3.34771,1983,10,16,30.02,22.77,83.77,25.94
6.61031,3.34771,1983,10,17,29.64,22.73,84.54,25.67
6.61031,3.34771,1983,10,18,29.54,22.78,83.82,25.69
6.61031,3.34771,1983,10,19,29.34,23.07,83.85,25.7
6.61031,3.34771,1983,10,20,29.32,23.44,81.3,25.7
6.61031,3.34771,1983,10,21,28.92,22.62,82.33,25.32
6.61031,3.34771,1983,10,22,28.81,23.08,82.41,25.47
6.61031,3.34771,1983,10,23,29.65,22.73,80.61,25.84
6.61031,3.34771,1983,10,24,30.3,22.68,79.13,26.1
6.61031,3.34771,1983,10,25,29.4,23.41,82.19,25.81
6.61031,3.34771,1983,10,26,30.26,23.4,79.14,26.38
6.61031,3.34771,1983,10,27,28.97,23.81,83,25.98
6.61031,3.34771,1983,10,28,29.83,23.31,81.8,26.25
6.61031,3.34771,1983,10,29,30,23.89,80.95,26.38
6.61031,3.34771,1983,10,30,30.22,23.81,80.78,26.43
6.61031,3.34771,1983,10,31,31.41,23.25,78.62,26.89
6.61031,3.34771,1983,11,1,30.89,23.44,80.27,26.72
6.61031,3.34771,1983,11,2,30.58,23.82,80.42,26.6
6.61031,3.34771,1983,11,3,30.36,23.54,79.95,26.38
6.61031,3.34771,1983,11,4,30.35,23.48,79.79,26.45
6.61031,3.34771,1983,11,5,29.31,23.79,81.46,26.27
6.61031,3.34771,1983,11,6,31.2,23.58,79.42,26.8
6.61031,3.34771,1983,11,7,30.41,23.88,81,26.61
6.61031,3.34771,1983,11,8,31.02,23.3,79.6,26.75
6.61031,3.34771,1983,11,9,31.44,23.59,77.57,26.94
6.61031,3.34771,1983,11,10,31.25,23.87,78.24,26.84
6.61031,3.34771,1983,11,11,30.37,23.91,79.24,26.57
6.61031,3.34771,1983,11,12,29.93,23.99,78.9,26.32
6.61031,3.34771,1983,11,13,30.54,23.37,77.42,26.44
6.61031,3.34771,1983,11,14,30.58,23.4,78.53,26.59
6.61031,3.34771,1983,11,15,29.99,24.2,80.32,26.58
6.61031,3.34771,1983,11,16,30.19,23.87,80.44,26.49
6.61031,3.34771,1983,11,17,31,23.81,78.54,26.76
6.61031,3.34771,1983,11,18,31.19,23.71,77.96,26.82
6.61031,3.34771,1983,11,19,29.61,23.58,81.78,26.14
6.61031,3.34771,1983,11,20,30.11,23.64,79.88,26.33
6.61031,3.34771,1983,11,21,30.12,23.45,79.35,26.25
6.61031,3.34771,1983,11,22,30.7,23.54,77.05,26.49
6.61031,3.34771,1983,11,23,31.25,23.64,74.97,26.71
6.61031,3.34771,1983,11,24,32.18,23.07,74.52,26.95
6.61031,3.34771,1983,11,25,32.13,23.04,75.25,27
6.61031,3.34771,1983,11,26,30.96,23.9,77.76,26.7
6.61031,3.34771,1983,11,27,31.68,23.03,75.9,26.83
6.61031,3.34771,1983,11,28,31.44,23.73,73.36,26.82
6.61031,3.34771,1983,11,29,30.76,23.26,75.09,26.49
6.61031,3.34771,1983,11,30,30.63,23.25,75.65,26.56
6.61031,3.34771,1983,12,1,29.6,23.76,78.52,26.2
6.61031,3.34771,1983,12,2,29.84,23.18,80.34,26.07
6.61031,3.34771,1983,12,3,29.74,23.48,80.91,25.98
6.61031,3.34771,1983,12,4,28.61,23.46,85.14,25.57
6.61031,3.34771,1983,12,5,29.09,23.2,84.1,25.66
6.61031,3.34771,1983,12,6,30.21,22.87,81.36,26.12
6.61031,3.34771,1983,12,7,30.35,23.22,79.34,26.43
6.61031,3.34771,1983,12,8,30.5,23.54,78.68,26.5
6.61031,3.34771,1983,12,9,30.71,23.36,79.21,26.52
6.61031,3.34771,1983,12,10,30.05,23.94,79.4,26.55
6.61031,3.34771,1983,12,11,29.61,23.84,80.74,26.26
6.61031,3.34771,1983,12,12,29.39,23.51,81.62,26.12
6.61031,3.34771,1983,12,13,28.97,23.98,83.31,26.01
6.61031,3.34771,1983,12,14,28.64,23.66,83.64,25.65
6.61031,3.34771,1983,12,15,28.53,23.35,82.59,25.49
6.61031,3.34771,1983,12,16,30.55,23.32,76.36,26.24
6.61031,3.34771,1983,12,17,30.21,23.61,78.52,26.42
6.61031,3.34771,1983,12,18,30.02,23.55,78.06,26.38
6.61031,3.34771,1983,12,19,29.87,23.74,79.71,26.32
6.61031,3.34771,1983,12,20,31.08,23.52,76.91,26.67
6.61031,3.34771,1983,12,21,31.26,23.09,76.13,26.65
6.61031,3.34771,1983,12,22,30.94,23.29,77.22,26.54
6.61031,3.34771,1983,12,23,31.44,23.34,75.74,26.79
6.61031,3.34771,1983,12,24,31.31,21.69,73.52,26.02
6.61031,3.34771,1983,12,25,30.53,23.21,77.4,26.11
6.61031,3.34771,1983,12,26,30.26,22.54,73.62,25.68
6.61031,3.34771,1983,12,27,31.11,20.26,59.45,24.91
6.61031,3.34771,1983,12,28,30.5,18.33,57.22,23.72
6.61031,3.34771,1983,12,29,30.45,20.2,65.66,24.68
6.61031,3.34771,1983,12,30,31.56,21.74,68.26,25.89
6.61031,3.34771,1983,12,31,31.31,22.58,73.03,26.22
6.61031,3.34771,1984,1,1,31.56,22.57,72.8,26.19
6.61031,3.34771,1984,1,2,31.95,20.88,60.48,25.61
6.61031,3.34771,1984,1,3,32.03,18.87,56.3,24.73
6.61031,3.34771,1984,1,4,31.09,18.91,56.87,24.41
6.61031,3.34771,1984,1,5,32.52,20.96,58.24,25.91
6.61031,3.34771,1984,1,6,32.21,21.49,70.11,26.28
6.61031,3.34771,1984,1,7,31.21,23.21,73.35,26.37
6.61031,3.34771,1984,1,8,32.17,22.13,71.31,26.48
6.61031,3.34771,1984,1,9,31.44,23.31,73.1,26.58
6.61031,3.34771,1984,1,10,32.16,23.44,72.95,26.83
6.61031,3.34771,1984,1,11,32.73,23.27,70.91,26.96
6.61031,3.34771,1984,1,12,32.73,22.9,71.96,27.08
6.61031,3.34771,1984,1,13,33.04,23.43,70.11,27.43
6.61031,3.34771,1984,1,14,31.62,23.54,71.4,26.86
6.61031,3.34771,1984,1,15,31.95,23.46,68.94,26.86
6.61031,3.34771,1984,1,16,31.45,19.35,51.03,24.77
6.61031,3.34771,1984,1,17,31.57,19.31,50.22,24.44
6.61031,3.34771,1984,1,18,31.74,18.85,50.57,24.56
6.61031,3.34771,1984,1,19,31.12,19.39,51.74,24.57
6.61031,3.34771,1984,1,20,31.85,19.72,54.96,24.94
6.61031,3.34771,1984,1,21,32.16,20.99,66.66,25.8
6.61031,3.34771,1984,1,22,32.48,21.64,67.49,26.13
6.61031,3.34771,1984,1,23,33.57,22.06,60.88,26.7
6.61031,3.34771,1984,1,24,32.58,21.31,63.01,26.39
6.61031,3.34771,1984,1,25,33.47,21.74,60.96,26.72
6.61031,3.34771,1984,1,26,32.72,22.15,62.13,26.54
6.61031,3.34771,1984,1,27,33.33,21.86,61.9,26.9
6.61031,3.34771,1984,1,28,33.37,21.22,59.97,26.57
6.61031,3.34771,1984,1,29,33.21,22.54,64.68,27.04
6.61031,3.34771,1984,1,30,32.52,22.77,69.7,26.98
6.61031,3.34771,1984,1,31,32.29,23.03,71,27.09
6.61031,3.34771,1984,2,1,33.37,23.41,69.59,27.78
6.61031,3.34771,1984,2,2,32.72,24.03,69.15,27.84
6.61031,3.34771,1984,2,3,33.09,23.99,68.92,28
6.61031,3.34771,1984,2,4,32.77,24.21,69.15,27.91
6.61031,3.34771,1984,2,5,33.34,23.91,61.53,27.52
6.61031,3.34771,1984,2,6,32.62,23.14,65.22,26.91
6.61031,3.34771,1984,2,7,32.92,22.43,58.6,27
6.61031,3.34771,1984,2,8,33.68,21.42,48.87,26.78
6.61031,3.34771,1984,2,9,33.75,22.04,48.82,27.16
6.61031,3.34771,1984,2,10,33.54,22.66,58.96,27.51
6.61031,3.34771,1984,2,11,32.62,23.48,67.12,27.55
6.61031,3.34771,1984,2,12,32.53,24.57,67.48,27.79
6.61031,3.34771,1984,2,13,33.42,23.43,67.64,27.79
6.61031,3.34771,1984,2,14,33.05,23.71,70.05,27.84
6.61031,3.34771,1984,2,15,32.83,24.53,71.2,28.16
6.61031,3.34771,1984,2,16,31.77,24.33,74.63,27.61
6.61031,3.34771,1984,2,17,32.88,24.49,72.3,28.12
6.61031,3.34771,1984,2,18,34.54,24.41,68.94,28.76
6.61031,3.34771,1984,2,19,33.57,25.11,69.58,28.71
6.61031,3.34771,1984,2,20,33.83,24.86,68.71,28.49
6.61031,3.34771,1984,2,21,32.96,24.35,69.47,28.14
6.61031,3.34771,1984,2,22,33.75,25.06,66.39,28.65
6.61031,3.34771,1984,2,23,34.1,24.71,64.98,28.66
6.61031,3.34771,1984,2,24,32.86,25.03,69.13,28.18
6.61031,3.34771,1984,2,25,30.67,24.49,74.9,27.21
6.61031,3.34771,1984,2,26,31.39,24.84,72.28,27.49
6.61031,3.34771,1984,2,27,32.97,24.24,70.18,28
