LAT-Ikeja,LON-Ikeja,YEAR,MO,DY,T-MAX Ikeja,T-MIN Ikeja,RH-Ikeja,T-Ikeja 
6.61031,3.34771,2013,7,13,27.36,22.73,89.68,24.74
6.61031,3.34771,2013,7,14,25.53,22.75,93.01,23.97
6.61031,3.34771,2013,7,15,27.54,22.29,88.72,24.55
6.61031,3.34771,2013,7,16,27.92,22.35,89.03,24.9
6.61031,3.34771,2013,7,17,27.89,22.99,89.22,24.93
6.61031,3.34771,2013,7,18,26.64,22.95,90.65,24.35
6.61031,3.34771,2013,7,19,28,22.58,88.33,24.68
6.61031,3.34771,2013,7,20,27,22.63,89.94,24.46
6.61031,3.34771,2013,7,21,26.08,22.75,91.41,24.03
6.61031,3.34771,2013,7,22,27.72,22.43,87.87,24.54
6.61031,3.34771,2013,7,23,27.42,22.48,89.82,24.52
6.61031,3.34771,2013,7,24,26.67,22.79,91.06,24.25
6.61031,3.34771,2013,7,25,25.38,22.6,91.79,23.63
6.61031,3.34771,2013,7,26,27.5,22.04,88.6,24.45
6.61031,3.34771,2013,7,27,27.69,22.54,88.87,24.65
6.61031,3.34771,2013,7,28,26.82,22.79,90.34,24.29
6.61031,3.34771,2013,7,29,27.07,22.63,88.94,24.25
6.61031,3.34771,2013,7,30,27.57,21.72,87.76,24.38
6.61031,3.34771,2013,7,31,27.85,22.06,87.62,24.48
6.61031,3.34771,2013,8,1,27.18,21.94,87.9,24.1
6.61031,3.34771,2013,8,2,26.9,21.47,88.42,23.9
6.61031,3.34771,2013,8,3,27.65,21.67,87.01,24.08
6.61031,3.34771,2013,8,4,27.5,20.96,87.97,23.91
6.61031,3.34771,2013,8,5,27.25,21.54,88.57,24.03
6.61031,3.34771,2013,8,6,27.63,22.22,87.47,24.43
6.61031,3.34771,2013,8,7,26,22.1,91.24,23.65
6.61031,3.34771,2013,8,8,26.96,21.45,88.74,23.68
6.61031,3.34771,2013,8,9,26.76,20.75,87.49,23.46
6.61031,3.34771,2013,8,10,27.86,20.07,86.36,23.65
6.61031,3.34771,2013,8,11,27.32,20.63,86.7,23.64
6.61031,3.34771,2013,8,12,26.7,22.02,86.18,23.84
6.61031,3.34771,2013,8,13,27.09,21.21,84.4,23.71
6.61031,3.34771,2013,8,14,27.48,20.81,84.97,23.72
6.61031,3.34771,2013,8,15,26.29,21.75,86.9,23.48
6.61031,3.34771,2013,8,16,27.57,21.5,85.54,23.98
6.61031,3.34771,2013,8,17,27.67,21.2,86.72,24.07
6.61031,3.34771,2013,8,18,28.39,21.72,86.33,24.58
6.61031,3.34771,2013,8,19,28.46,21.8,86.82,24.72
6.61031,3.34771,2013,8,20,26.56,22.26,89.14,24.29
6.61031,3.34771,2013,8,21,27.02,22.78,89.08,24.48
6.61031,3.34771,2013,8,22,28.17,21.91,87,24.69
6.61031,3.34771,2013,8,23,28.06,22.46,86.95,24.71
6.61031,3.34771,2013,8,24,27.68,22.12,89.13,24.61
6.61031,3.34771,2013,8,25,26.17,22.67,91.78,24.13
6.61031,3.34771,2013,8,26,28.01,22.43,88.6,24.75
6.61031,3.34771,2013,8,27,27.3,22.57,90.19,24.56
6.61031,3.34771,2013,8,28,27.7,22.8,89.92,24.84
6.61031,3.34771,2013,8,29,26.54,22.99,91.65,24.37
6.61031,3.34771,2013,8,30,27.31,22.95,90.01,24.57
6.61031,3.34771,2013,8,31,27.33,23.02,89.9,24.62
6.61031,3.34771,2013,9,1,25.39,23.06,93.52,23.92
6.61031,3.34771,2013,9,2,27.78,22.49,88.9,24.65
6.61031,3.34771,2013,9,3,28.82,22.3,87.1,25.16
6.61031,3.34771,2013,9,4,27.7,22.86,90,24.88
6.61031,3.34771,2013,9,5,26.7,23.23,91.31,24.55
6.61031,3.34771,2013,9,6,27.71,22.87,88.06,24.74
6.61031,3.34771,2013,9,7,27.79,22.45,89.24,24.79
6.61031,3.34771,2013,9,8,26.32,23.09,93.58,24.4
6.61031,3.34771,2013,9,9,27.56,22.9,90.3,24.81
6.61031,3.34771,2013,9,10,26.74,23.09,91.32,24.55
6.61031,3.34771,2013,9,11,27.92,22.99,88.47,24.94
6.61031,3.34771,2013,9,12,27.16,22.97,88.81,24.63
6.61031,3.34771,2013,9,13,28.62,22.6,86.73,25.12
6.61031,3.34771,2013,9,14,26.22,23.2,91.95,24.49
6.61031,3.34771,2013,9,15,27.02,23.06,90.75,24.74
6.61031,3.34771,2013,9,16,28.34,22.98,88.97,25.21
6.61031,3.34771,2013,9,17,29.33,23.42,87.73,25.83
6.61031,3.34771,2013,9,18,29.15,23.23,88.82,25.89
6.61031,3.34771,2013,9,19,29.48,23.58,88.93,26
6.61031,3.34771,2013,9,20,27.92,24,91,25.56
6.61031,3.34771,2013,9,21,28.07,23.75,89.97,25.47
6.61031,3.34771,2013,9,22,28.46,23.39,89.97,25.4
6.61031,3.34771,2013,9,23,25.77,23.57,93.1,24.47
6.61031,3.34771,2013,9,24,27.58,23.05,89.51,24.86
6.61031,3.34771,2013,9,25,28.79,22.4,85.37,25.27
6.61031,3.34771,2013,9,26,29.31,22.66,85.93,25.69
6.61031,3.34771,2013,9,27,28.58,23.41,90.01,25.39
6.61031,3.34771,2013,9,28,27.7,23.26,89.24,25.11
6.61031,3.34771,2013,9,29,29.12,23,86.77,25.65
6.61031,3.34771,2013,9,30,29.45,23.52,86.41,25.95
6.61031,3.34771,2013,10,1,28.6,23.6,89.39,25.6
6.61031,3.34771,2013,10,2,27.38,23.39,91.38,25.03
6.61031,3.34771,2013,10,3,26.54,23.6,92.49,24.79
6.61031,3.34771,2013,10,4,27.26,22.94,89.14,24.59
6.61031,3.34771,2013,10,5,28.57,22.29,86.62,25.33
6.61031,3.34771,2013,10,6,29,23.18,88.21,25.62
6.61031,3.34771,2013,10,7,29.11,23.35,85.37,25.67
6.61031,3.34771,2013,10,8,28.14,22.95,88.82,25.33
6.61031,3.34771,2013,10,9,27.75,23.39,89.82,25.2
6.61031,3.34771,2013,10,10,28.74,23.1,88.33,25.56
6.61031,3.34771,2013,10,11,28.37,23.49,87.93,25.54
6.61031,3.34771,2013,10,12,29.23,23.35,87.84,25.78
6.61031,3.34771,2013,10,13,29.06,22.98,88.6,25.72
6.61031,3.34771,2013,10,14,29.05,23.24,87.12,25.89
6.61031,3.34771,2013,10,15,28.88,23.45,87.83,25.67
6.61031,3.34771,2013,10,16,29.65,22.82,85.96,26.07
6.61031,3.34771,2013,10,17,28.49,23.72,90.21,25.79
6.61031,3.34771,2013,10,18,29.61,23.73,88,26.31
6.61031,3.34771,2013,10,19,29.46,23.84,88.15,26.35
6.61031,3.34771,2013,10,20,29.39,23.9,88.12,26.26
6.61031,3.34771,2013,10,21,28.94,23.71,87.81,25.86
6.61031,3.34771,2013,10,22,27.78,23.26,89.61,25.31
6.61031,3.34771,2013,10,23,28.68,23.31,88.41,25.67
6.61031,3.34771,2013,10,24,28.52,23.53,89.37,25.71
6.61031,3.34771,2013,10,25,27.99,23.73,89.47,25.71
6.61031,3.34771,2013,10,26,29.06,23.61,86.8,26
6.61031,3.34771,2013,10,27,29.11,23.63,87.09,26.03
6.61031,3.34771,2013,10,28,28.72,23.67,88.44,25.99
6.61031,3.34771,2013,10,29,26.74,24.06,91.85,25.22
6.61031,3.34771,2013,10,30,28.15,23.75,87.23,25.56
6.61031,3.34771,2013,10,31,28.29,23.43,88.62,25.64
6.61031,3.34771,2013,11,1,28.77,24.11,89.91,25.99
6.61031,3.34771,2013,11,2,29.49,24.11,87.38,26.41
6.61031,3.34771,2013,11,3,29.95,23.9,86.45,26.53
6.61031,3.34771,2013,11,4,29.37,24.14,84.75,26.52
6.61031,3.34771,2013,11,5,28.21,23.89,88.26,25.83
6.61031,3.34771,2013,11,6,28.88,24.27,86.64,26.18
6.61031,3.34771,2013,11,7,30.02,23.68,85.14,26.47
6.61031,3.34771,2013,11,8,29.09,24.25,88.07,26.2
6.61031,3.34771,2013,11,9,28.04,23.75,90.36,25.7
6.61031,3.34771,2013,11,10,28.93,24.05,88,26.15
6.61031,3.34771,2013,11,11,29.57,24.06,88.06,26.46
6.61031,3.34771,2013,11,12,28.7,24.15,88.99,26.19
6.61031,3.34771,2013,11,13,28.16,24.65,89.16,26.07
6.61031,3.34771,2013,11,14,27.99,24.22,90.23,25.73
6.61031,3.34771,2013,11,15,28.81,23.88,87.26,26.03
6.61031,3.34771,2013,11,16,28.52,24.07,87.56,26
6.61031,3.34771,2013,11,17,29.3,24.23,87.55,26.41
6.61031,3.34771,2013,11,18,28.52,24.34,90.32,26.14
6.61031,3.34771,2013,11,19,28.25,24.66,90.33,26.14
6.61031,3.34771,2013,11,20,28.28,24.09,86.62,25.77
6.61031,3.34771,2013,11,21,28.81,23.65,87.01,26.03
6.61031,3.34771,2013,11,22,28.89,24.15,87.77,26.23
6.61031,3.34771,2013,11,23,28.51,24.22,88.8,25.9
6.61031,3.34771,2013,11,24,27.45,23.87,90.07,25.49
6.61031,3.34771,2013,11,25,27.68,23.81,90.25,25.34
6.61031,3.34771,2013,11,26,28.75,23.42,87.22,25.84
6.61031,3.34771,2013,11,27,29.12,23.92,86.8,26.18
6.61031,3.34771,2013,11,28,30.99,24.4,83.51,27.12
6.61031,3.34771,2013,11,29,30.93,24.5,85.43,27.19
6.61031,3.34771,2013,11,30,30.55,24.43,86.31,27.07
6.61031,3.34771,2013,12,1,29.54,24.4,88.18,26.64
6.61031,3.34771,2013,12,2,29.22,24.58,87.11,26.51
6.61031,3.34771,2013,12,3,27.6,24.43,90.2,25.67
6.61031,3.34771,2013,12,4,27.31,24.01,90.14,25.4
6.61031,3.34771,2013,12,5,29.53,23.46,84.56,26.14
6.61031,3.34771,2013,12,6,29.75,23.65,86.68,26.37
6.61031,3.34771,2013,12,7,28.39,24.22,88.99,26.01
6.61031,3.34771,2013,12,8,28.43,23.93,88.18,25.95
6.61031,3.34771,2013,12,9,29.37,24.22,85.99,26.22
6.61031,3.34771,2013,12,10,28.27,23.82,88.94,25.69
6.61031,3.34771,2013,12,11,27.72,24.29,89.99,25.61
6.61031,3.34771,2013,12,12,28.36,23.88,87,25.69
6.61031,3.34771,2013,12,13,29.4,23.2,83.82,25.86
6.61031,3.34771,2013,12,14,27.98,22.9,79.79,24.82
6.61031,3.34771,2013,12,15,28.91,20.92,75.35,24.59
6.61031,3.34771,2013,12,16,28.26,19.57,68.96,23.82
6.61031,3.34771,2013,12,17,28.53,18.53,64.48,23.69
6.61031,3.34771,2013,12,18,28.2,17.37,63.62,23.09
6.61031,3.34771,2013,12,19,28.46,18.25,66.76,23.58
6.61031,3.34771,2013,12,20,29.94,19.6,69.27,24.68
6.61031,3.34771,2013,12,21,30.38,22.24,75.19,25.62
6.61031,3.34771,2013,12,22,30.47,22.71,80.05,26.02
6.61031,3.34771,2013,12,23,30.73,22.97,80.27,26.3
6.61031,3.34771,2013,12,24,31.13,23.75,81.88,26.83
6.61031,3.34771,2013,12,25,31.17,23.22,84.39,26.51
6.61031,3.34771,2013,12,26,30.9,23.05,86,26.53
6.61031,3.34771,2013,12,27,31.22,23.59,82.8,26.97
6.61031,3.34771,2013,12,28,31.29,23.5,82.66,27
6.61031,3.34771,2013,12,29,30.68,24.42,83.16,26.9
6.61031,3.34771,2013,12,30,30.77,23.64,84.1,26.76
6.61031,3.34771,2013,12,31,28.86,24.4,83.75,26.2
6.61031,3.34771,2014,1,1,29.36,23.45,84.39,26.16
6.61031,3.34771,2014,1,2,30.62,24.22,79.97,26.98
6.61031,3.34771,2014,1,3,30.27,23.44,81.6,26.36
6.61031,3.34771,2014,1,4,30.68,22.19,81.74,25.97
6.61031,3.34771,2014,1,5,30.15,23.63,82.88,26.22
6.61031,3.34771,2014,1,6,30.24,23.46,82.92,26.25
6.61031,3.34771,2014,1,7,30.49,23.84,81.68,26.42
6.61031,3.34771,2014,1,8,30.2,23.5,83.32,26.14
6.61031,3.34771,2014,1,9,30.5,23.58,83.07,26.39
6.61031,3.34771,2014,1,10,30.29,24.21,81.93,26.52
6.61031,3.34771,2014,1,11,30.53,23.76,81.31,26.39
6.61031,3.34771,2014,1,12,30.51,23.36,79.98,26.17
6.61031,3.34771,2014,1,13,30.97,23.66,80.95,26.55
6.61031,3.34771,2014,1,14,30.39,24.22,83.76,26.56
6.61031,3.34771,2014,1,15,30.43,24.22,83.1,26.68
6.61031,3.34771,2014,1,16,30.32,23.65,84.38,26.54
6.61031,3.34771,2014,1,17,30.17,23.97,85.11,26.62
6.61031,3.34771,2014,1,18,30.72,23.71,84.13,26.87
6.61031,3.34771,2014,1,19,31.11,24.04,82.65,26.95
6.61031,3.34771,2014,1,20,30.35,24.11,86.36,26.8
6.61031,3.34771,2014,1,21,31.14,24.11,84.93,26.93
6.61031,3.34771,2014,1,22,29.83,24.04,87.77,26.59
6.61031,3.34771,2014,1,23,29.4,24.23,89.54,26.5
6.61031,3.34771,2014,1,24,27.46,24.45,92.05,25.73
6.61031,3.34771,2014,1,25,29.02,23.85,86.08,25.98
6.61031,3.34771,2014,1,26,27.96,24.3,90.05,25.88
6.61031,3.34771,2014,1,27,30.22,24.5,85.73,26.76
6.61031,3.34771,2014,1,28,30.6,24.04,87.15,26.86
6.61031,3.34771,2014,1,29,30.68,24.36,85.89,27.02
6.61031,3.34771,2014,1,30,28.57,24.53,89.12,26.26
6.61031,3.34771,2014,1,31,28.34,24.09,87.99,25.99
6.61031,3.34771,2014,2,1,28.96,23.99,82.83,26.17
6.61031,3.34771,2014,2,2,29.42,22.77,68.64,25.94
6.61031,3.34771,2014,2,3,30.56,22.4,78.99,26.25
6.61031,3.34771,2014,2,4,31.38,24.33,79.46,27.12
6.61031,3.34771,2014,2,5,30.6,24.17,82.53,26.87
6.61031,3.34771,2014,2,6,30.01,24.1,85.23,26.66
6.61031,3.34771,2014,2,7,30.4,24.4,84.49,26.92
6.61031,3.34771,2014,2,8,30.83,24.22,81.6,27.05
6.61031,3.34771,2014,2,9,29.79,24.69,83.68,26.62
6.61031,3.34771,2014,2,10,29.54,23.97,85.15,26.36
6.61031,3.34771,2014,2,11,29.01,24.28,87.19,26.32
6.61031,3.34771,2014,2,12,29.65,24.21,84.66,26.54
6.61031,3.34771,2014,2,13,30.4,24.09,85.25,26.7
6.61031,3.34771,2014,2,14,31.33,24.15,82.37,27.1
6.61031,3.34771,2014,2,15,29.1,24.1,86.1,26.2
6.61031,3.34771,2014,2,16,29.13,24.39,86.65,26.27
6.61031,3.34771,2014,2,17,30.45,24.04,82.61,26.55
6.61031,3.34771,2014,2,18,30.83,24.05,82.53,26.82
6.61031,3.34771,2014,2,19,30.82,24.06,83.3,26.83
6.61031,3.34771,2014,2,20,30.78,24.05,84.54,26.9
6.61031,3.34771,2014,2,21,31.33,24.63,83.91,27.46
6.61031,3.34771,2014,2,22,31.69,24.59,84.29,27.55
6.61031,3.34771,2014,2,23,30.64,24.77,87.08,27.35
6.61031,3.34771,2014,2,24,29.61,25.14,86.59,26.85
6.61031,3.34771,2014,2,25,31.17,24.44,82.49,27.15
6.61031,3.34771,2014,2,26,30.53,24.66,84.99,27.14
6.61031,3.34771,2014,2,27,30.07,24.78,84.78,27.04
6.61031,3.34771,2014,2,28,28.57,25.06,88.57,26.52
6.61031,3.34771,2014,3,1,28.73,24.68,87.49,26.36
6.61031,3.34771,2014,3,2,30.49,24.97,79.29,27.24
6.61031,3.34771,2014,3,3,30.84,24.77,80.94,27.01
6.61031,3.34771,2014,3,4,31.07,24.5,82.07,27.08
6.61031,3.34771,2014,3,5,30.49,24.88,84.97,27.25
6.61031,3.34771,2014,3,6,28.38,24.84,89.18,26.3
6.61031,3.34771,2014,3,7,29.65,24.59,86.79,26.85
6.61031,3.34771,2014,3,8,29.57,24.99,86.77,26.95
6.61031,3.34771,2014,3,9,29.81,25.39,85.93,27.13
6.61031,3.34771,2014,3,10,29.43,25.35,87.12,27.04
6.61031,3.34771,2014,3,11,29.76,25.01,85.51,27.06
6.61031,3.34771,2014,3,12,29.39,24.99,85.45,27.01
6.61031,3.34771,2014,3,13,29.89,24.73,85.83,26.9
6.61031,3.34771,2014,3,14,29.68,24.75,87.04,26.95
6.61031,3.34771,2014,3,15,30.27,25.06,85.75,27.37
6.61031,3.34771,2014,3,16,29.57,25.31,87.75,27.06
6.61031,3.34771,2014,3,17,30.15,25.25,86.67,27.23
6.61031,3.34771,2014,3,18,29.13,25.2,87.14,26.83
6.61031,3.34771,2014,3,19,29.7,24.96,86.63,27.11
6.61031,3.34771,2014,3,20,29.95,25.16,86.79,27.18
6.61031,3.34771,2014,3,21,30.5,25.11,84.86,27.32
6.61031,3.34771,2014,3,22,30.85,25.02,84.95,27.5
6.61031,3.34771,2014,3,23,28.66,25.56,88.55,26.86
6.61031,3.34771,2014,3,24,28.47,24.95,87.44,26.36
6.61031,3.34771,2014,3,25,29.61,24.3,84.49,26.73
6.61031,3.34771,2014,3,26,29.75,24.59,85.56,26.87
6.61031,3.34771,2014,3,27,28.57,24.8,90.22,26.35
6.61031,3.34771,2014,3,28,29.77,23.69,83.28,26.43
6.61031,3.34771,2014,3,29,29.65,24.51,87.02,26.74
6.61031,3.34771,2014,3,30,28.98,24.82,87.81,26.69
6.61031,3.34771,2014,3,31,29.81,24.98,86.15,27.1
6.61031,3.34771,2014,4,1,29.83,24.78,86.67,27.11
6.61031,3.34771,2014,4,2,30.86,24.5,86.23,27.44
6.61031,3.34771,2014,4,3,29.7,25.3,86.89,27.06
6.61031,3.34771,2014,4,4,30.93,24.53,84.19,27.51
6.61031,3.34771,2014,4,5,28.85,25.48,87.55,26.92
6.61031,3.34771,2014,4,6,29.61,25.04,87.41,27.03
6.61031,3.34771,2014,4,7,29.61,25.01,88.08,26.99
6.61031,3.34771,2014,4,8,29.98,24.72,86.3,27.04
6.61031,3.34771,2014,4,9,29.06,25.17,87.92,26.75
6.61031,3.34771,2014,4,10,29.47,24.67,86.44,26.68
6.61031,3.34771,2014,4,11,29.75,24.74,85.62,26.87
6.61031,3.34771,2014,4,12,30.37,24.5,84.42,27.25
6.61031,3.34771,2014,4,13,28.74,25.19,88.17,26.63
6.61031,3.34771,2014,4,14,30.17,24.73,84.15,26.93
6.61031,3.34771,2014,4,15,29.49,24.69,85.83,26.85
6.61031,3.34771,2014,4,16,30.54,24.79,84.93,27.38
6.61031,3.34771,2014,4,17,29.37,25.28,88.32,27.01
6.61031,3.34771,2014,4,18,28.36,25.4,89.1,26.58
6.61031,3.34771,2014,4,19,29.06,24.99,88.3,26.76
6.61031,3.34771,2014,4,20,29.15,25.11,88.91,26.91
6.61031,3.34771,2014,4,21,29.09,24.84,88.59,26.75
6.61031,3.34771,2014,4,22,28.6,25.17,90.02,26.68
6.61031,3.34771,2014,4,23,29.35,25.38,88.72,26.93
6.61031,3.34771,2014,4,24,28.51,25,89.83,26.49
6.61031,3.34771,2014,4,25,29.83,24.79,86.35,26.96
6.61031,3.34771,2014,4,26,28.47,24.87,87.87,26.42
6.61031,3.34771,2014,4,27,29.76,24.96,83.76,27.11
6.61031,3.34771,2014,4,28,29.6,24.93,86.35,27.18
6.61031,3.34771,2014,4,29,28.71,25.36,84.31,26.88
6.61031,3.34771,2014,4,30,28.91,25.05,86.73,26.68
6.61031,3.34771,2014,5,1,29.99,24.16,84,26.8
6.61031,3.34771,2014,5,2,30.31,24.65,83.86,27.23
6.61031,3.34771,2014,5,3,30.43,25.28,85.11,27.5
6.61031,3.34771,2014,5,4,31.37,25.39,81.89,27.96
6.61031,3.34771,2014,5,5,28.75,25.46,90.21,26.94
6.61031,3.34771,2014,5,6,27.2,24.84,90.86,25.98
6.61031,3.34771,2014,5,7,28.27,24.36,88.61,26.1
6.61031,3.34771,2014,5,8,27.37,24.57,88.14,25.89
6.61031,3.34771,2014,5,9,29.49,23.99,85.38,26.6
6.61031,3.34771,2014,5,10,29.47,24.39,86.36,26.78
6.61031,3.34771,2014,5,11,30.98,24.43,83.88,27.37
6.61031,3.34771,2014,5,12,29.03,25.3,89.09,27.01
6.61031,3.34771,2014,5,13,28.63,25.19,90.5,26.64
6.61031,3.34771,2014,5,14,29.27,24.71,86.93,26.54
6.61031,3.34771,2014,5,15,28.21,24.14,85.39,26.1
6.61031,3.34771,2014,5,16,30.07,24.56,84.84,26.98
6.61031,3.34771,2014,5,17,29.52,25.32,85.99,27.04
6.61031,3.34771,2014,5,18,29.63,24.91,85.76,27.11
6.61031,3.34771,2014,5,19,30.23,25.04,85.34,27.43
6.61031,3.34771,2014,5,20,28.76,25.08,90.21,26.71
6.61031,3.34771,2014,5,21,28.81,24.94,89.3,26.76
6.61031,3.34771,2014,5,22,28.31,25.39,89.22,26.62
6.61031,3.34771,2014,5,23,29.32,24.88,89.19,26.81
6.61031,3.34771,2014,5,24,29.4,24.75,88.96,26.89
6.61031,3.34771,2014,5,25,29.89,25.46,85.99,27.41
6.61031,3.34771,2014,5,26,28.64,25.54,89.03,26.86
6.61031,3.34771,2014,5,27,29.33,25.06,88.98,26.7
6.61031,3.34771,2014,5,28,28.8,24.38,89.03,26.37
6.61031,3.34771,2014,5,29,27.55,24.58,89.82,25.73
6.61031,3.34771,2014,5,30,28.31,24.17,86.38,26.02
6.61031,3.34771,2014,5,31,30,24.04,86.93,26.83
6.61031,3.34771,2014,6,1,27.79,24.57,92.35,26.07
6.61031,3.34771,2014,6,2,28.69,24.09,86.53,26.07
6.61031,3.34771,2014,6,3,29.29,24.27,86,26.58
6.61031,3.34771,2014,6,4,29.59,24.61,87.92,26.88
6.61031,3.34771,2014,6,5,27.43,24.79,92.54,25.95
6.61031,3.34771,2014,6,6,28.07,24.49,89.83,26.11
6.61031,3.34771,2014,6,7,28.93,24.46,89.93,26.3
6.61031,3.34771,2014,6,8,27.26,24.15,90.41,25.55
6.61031,3.34771,2014,6,9,29.24,23.73,86.19,26.27
6.61031,3.34771,2014,6,10,27.69,24.19,91.87,25.82
6.61031,3.34771,2014,6,11,28.52,23.69,87.63,25.8
6.61031,3.34771,2014,6,12,27.52,23.76,90.47,25.42
6.61031,3.34771,2014,6,13,27.78,23.85,89.93,25.65
6.61031,3.34771,2014,6,14,28.61,23.98,88.99,26.04
6.61031,3.34771,2014,6,15,29.07,24.12,88.52,26.3
6.61031,3.34771,2014,6,16,29.33,24.57,89.05,26.51
6.61031,3.34771,2014,6,17,29.32,24.38,89.63,26.37
6.61031,3.34771,2014,6,18,27.46,24.08,89.34,25.54
6.61031,3.34771,2014,6,19,28.86,23.76,88.47,26.07
6.61031,3.34771,2014,6,20,29.48,24.23,88.07,26.56
6.61031,3.34771,2014,6,21,27.87,24.49,90.9,25.97
6.61031,3.34771,2014,6,22,28.22,24.29,90.61,25.84
6.61031,3.34771,2014,6,23,28.59,23.46,86.81,25.73
6.61031,3.34771,2014,6,24,28,23.63,89.14,25.51
6.61031,3.34771,2014,6,25,28.94,23.52,86.88,25.89
6.61031,3.34771,2014,6,26,29.14,23.22,86.4,25.96
6.61031,3.34771,2014,6,27,28.67,23.76,88.55,25.95
6.61031,3.34771,2014,6,28,27.17,24.28,90.47,25.44
6.61031,3.34771,2014,6,29,28.41,23.78,87.36,25.76
6.61031,3.34771,2014,6,30,28.38,24.03,88.55,25.95
6.61031,3.34771,2014,7,1,27.86,24.21,91.42,25.65
6.61031,3.34771,2014,7,2,27.49,24.11,91.9,25.57
6.61031,3.34771,2014,7,3,27.34,23.84,91.66,25.45
6.61031,3.34771,2014,7,4,27.07,23.69,92.3,25.08
6.61031,3.34771,2014,7,5,27.09,23.55,91.38,25.12
6.61031,3.34771,2014,7,6,27.87,23.44,88.87,25.32
6.61031,3.34771,2014,7,7,27.42,23.2,86.35,25.07
6.61031,3.34771,2014,7,8,28.82,22.57,83.66,25.36
6.61031,3.34771,2014,7,9,28.07,22.84,85.08,25.33
6.61031,3.34771,2014,7,10,28.62,23.17,85.53,25.56
6.61031,3.34771,2014,7,11,28.94,23.31,85.28,25.63
6.61031,3.34771,2014,7,12,29,23.31,84.74,25.75
6.61031,3.34771,2014,7,13,27.97,23.84,87.22,25.58
6.61031,3.34771,2014,7,14,28.99,23.68,87.32,25.91
6.61031,3.34771,2014,7,15,29.27,23.86,88.37,26.09
6.61031,3.34771,2014,7,16,27.19,23.9,91.89,25.22
6.61031,3.34771,2014,7,17,27.64,23.41,88.42,24.97
6.61031,3.34771,2014,7,18,25.65,22.98,90.18,24.12
6.61031,3.34771,2014,7,19,28.79,22.67,88.16,25.3
6.61031,3.34771,2014,7,20,28.45,23.36,88.32,25.35
6.61031,3.34771,2014,7,21,28.13,23.26,88.37,25.13
6.61031,3.34771,2014,7,22,27.83,23,87.07,24.91
6.61031,3.34771,2014,7,23,27.37,22.84,88.87,24.69
6.61031,3.34771,2014,7,24,27.97,23.14,88.61,25.1
6.61031,3.34771,2014,7,25,28.16,23.03,88.69,25.07
6.61031,3.34771,2014,7,26,28.47,22.98,87.99,25.24
6.61031,3.34771,2014,7,27,28.19,23.33,89.27,25.12
6.61031,3.34771,2014,7,28,27.33,23.16,89.87,24.85
6.61031,3.34771,2014,7,29,28.09,22.81,88.85,25.12
6.61031,3.34771,2014,7,30,27.28,23.36,90.58,24.83
6.61031,3.34771,2014,7,31,27.99,23.06,89.08,25.12
6.61031,3.34771,2014,8,1,26.95,23.12,90.29,24.67
6.61031,3.34771,2014,8,2,27.8,23,88.62,24.83
6.61031,3.34771,2014,8,3,27.47,22.96,89.26,24.76
6.61031,3.34771,2014,8,4,26.95,22.75,91.57,24.49
6.61031,3.34771,2014,8,5,27.32,22.77,90.27,24.47
6.61031,3.34771,2014,8,6,27.54,22.81,89.2,24.6
6.61031,3.34771,2014,8,7,26.62,22.85,90.97,24.37
6.61031,3.34771,2014,8,8,27.65,22.69,88.77,24.62
6.61031,3.34771,2014,8,9,27.06,22.37,86.94,24.42
6.61031,3.34771,2014,8,10,28.21,21.65,85.89,24.51
6.61031,3.34771,2014,8,11,28.13,21.46,85.43,24.49
6.61031,3.34771,2014,8,12,26.02,22.57,89.04,23.97
6.61031,3.34771,2014,8,13,27.73,22.08,86.02,24.35
6.61031,3.34771,2014,8,14,28.34,21.31,85.64,24.46
6.61031,3.34771,2014,8,15,26.99,22.42,88.36,24.25
6.61031,3.34771,2014,8,16,26.56,22.31,89.04,24.03
6.61031,3.34771,2014,8,17,28.25,21.76,86.57,24.59
6.61031,3.34771,2014,8,18,27.5,22.35,88.89,24.54
6.61031,3.34771,2014,8,19,25.98,22.95,92.98,24.15
6.61031,3.34771,2014,8,20,27.72,22.57,89.78,24.66
6.61031,3.34771,2014,8,21,26.61,22.59,91.12,24.2
6.61031,3.34771,2014,8,22,27.44,22.23,89.73,24.32
6.61031,3.34771,2014,8,23,26.38,22.6,91.42,24.14
6.61031,3.34771,2014,8,24,29.16,22.49,87.96,25.2
6.61031,3.34771,2014,8,25,27.82,23.05,90.11,24.88
6.61031,3.34771,2014,8,26,26.43,23.09,92.96,24.23
6.61031,3.34771,2014,8,27,27.93,22.56,89.43,24.76
6.61031,3.34771,2014,8,28,27.62,22.39,90.01,24.96
6.61031,3.34771,2014,8,29,26.85,23.42,92.3,24.75
6.61031,3.34771,2014,8,30,27.24,22.94,90.45,24.69
6.61031,3.34771,2014,8,31,27.95,22.81,89.93,24.79
6.61031,3.34771,2014,9,1,27.57,22.71,90.14,24.45
6.61031,3.34771,2014,9,2,27.31,22.5,89.06,24.39
6.61031,3.34771,2014,9,3,27.81,22.66,88.41,24.53
6.61031,3.34771,2014,9,4,28.49,22.55,88.78,24.94
6.61031,3.34771,2014,9,5,25.87,22.93,92.91,24.1
6.61031,3.34771,2014,9,6,27.14,22.52,90.38,24.47
6.61031,3.34771,2014,9,7,27.71,22.66,89.57,24.79
6.61031,3.34771,2014,9,8,28.52,22.36,89.5,25.02
