YEAR,MO,DY,LAT,LON,T-IKO,TMIN-IKO,TMAX-IKO,RH2M-IKO
1990,9,8,6.62051,3.52061,24.92,22.38,28.32,87.65
1990,9,9,6.62051,3.52061,24.81,23.04,27.54,89.3
1990,9,10,6.62051,3.52061,25,22.83,28.25,87.27
1990,9,11,6.62051,3.52061,24.32,23.04,26.42,90.77
1990,9,12,6.62051,3.52061,24.37,22.96,26.71,90.44
1990,9,13,6.62051,3.52061,24.75,22.74,27.52,89.41
1990,9,14,6.62051,3.52061,24.49,23.21,26.46,91.28
1990,9,15,6.62051,3.52061,25.06,22.68,28.19,87.79
1990,9,16,6.62051,3.52061,25.08,23.07,28.27,87.95
1990,9,17,6.62051,3.52061,24.87,23.04,27.91,87.56
1990,9,18,6.62051,3.52061,24.86,22.54,28.16,86.98
1990,9,19,6.62051,3.52061,25.15,22.58,28.78,86.61
1990,9,20,6.62051,3.52061,24.6,23.33,26.65,89.77
1990,9,21,6.62051,3.52061,25.22,23.23,27.96,86.73
1990,9,22,6.62051,3.52061,25.37,23.18,28.54,86.54
1990,9,23,6.62051,3.52061,25.41,23.13,28.49,86.7
1990,9,24,6.62051,3.52061,25.21,23.25,28.48,88.15
1990,9,25,6.62051,3.52061,25.19,23.29,27.99,88.91
1990,9,26,6.62051,3.52061,25.23,23.47,28.31,88.69
1990,9,27,6.62051,3.52061,25,23.24,28.13,89.75
1990,9,28,6.62051,3.52061,24.36,23.02,26.58,91.5
1990,9,29,6.62051,3.52061,24.51,22.53,27.03,88.6
1990,9,30,6.62051,3.52061,24.72,22.52,27.92,88.15
1990,10,1,6.62051,3.52061,25.04,22.3,28.22,86.97
1990,10,2,6.62051,3.52061,25.53,22.92,29.14,86.96
1990,10,3,6.62051,3.52061,25.38,23.45,28.57,88.94
1990,10,4,6.62051,3.52061,25.5,23.27,28.77,88.13
1990,10,5,6.62051,3.52061,25.37,23.59,27.91,88.92
1990,10,6,6.62051,3.52061,25.51,23.6,28.54,88.41
1990,10,7,6.62051,3.52061,25.41,23.35,28.22,88.38
1990,10,8,6.62051,3.52061,25.66,23.11,29,87.26
1990,10,9,6.62051,3.52061,25.7,23.25,29.14,87.33
1990,10,10,6.62051,3.52061,25.71,22.87,29.46,88.07
1990,10,11,6.62051,3.52061,25.8,23.79,28.85,89.25
1990,10,12,6.62051,3.52061,25.74,23.85,28.43,88.9
1990,10,13,6.62051,3.52061,25.79,23.74,28.82,88.02
1990,10,14,6.62051,3.52061,25.33,23.67,27.98,90.45
1990,10,15,6.62051,3.52061,24.49,23.15,26.02,91.31
1990,10,16,6.62051,3.52061,24.56,22.61,27.38,87.34
1990,10,17,6.62051,3.52061,25.33,22.8,28.72,86.53
1990,10,18,6.62051,3.52061,24.61,23.65,25.97,91.69
1990,10,19,6.62051,3.52061,25.57,23.08,28.91,86.06
1990,10,20,6.62051,3.52061,25.92,23.67,29.25,87.23
1990,10,21,6.62051,3.52061,25.42,23.57,27.76,89.35
1990,10,22,6.62051,3.52061,25.41,23.4,28.45,88.42
1990,10,23,6.62051,3.52061,25.89,23.61,29.11,86.71
1990,10,24,6.62051,3.52061,25.93,23.54,29.07,87.66
1990,10,25,6.62051,3.52061,25.26,23.88,27.27,90.24
1990,10,26,6.62051,3.52061,25.55,23.29,28.73,85.33
1990,10,27,6.62051,3.52061,24.72,23.26,27,89.75
1990,10,28,6.62051,3.52061,25.68,22.55,29.58,83.59
1990,10,29,6.62051,3.52061,25.97,23.35,29.22,86.33
1990,10,30,6.62051,3.52061,26.12,23.85,29.13,86.16
1990,10,31,6.62051,3.52061,26.05,23.53,28.94,86.41
1990,11,1,6.62051,3.52061,26.25,23.74,29.46,84.7
1990,11,2,6.62051,3.52061,26.01,23.41,29.24,84.78
1990,11,3,6.62051,3.52061,26.01,23.56,28.95,83.52
1990,11,4,6.62051,3.52061,26.37,23.46,30.03,83.04
1990,11,5,6.62051,3.52061,25.58,24.19,27.61,88.25
1990,11,6,6.62051,3.52061,25.86,24.02,28.58,86.87
1990,11,7,6.62051,3.52061,25.65,23.48,28.41,87.79
1990,11,8,6.62051,3.52061,26.27,23.57,29.57,86.58
1990,11,9,6.62051,3.52061,25.5,24.15,27.24,91.09
1990,11,10,6.62051,3.52061,25.15,23.52,27.45,88.1
1990,11,11,6.62051,3.52061,25.31,23.22,28.18,87.26
1990,11,12,6.62051,3.52061,25.6,23.57,28.28,85.32
1990,11,13,6.62051,3.52061,25.34,23.32,28.01,87.15
1990,11,14,6.62051,3.52061,25.45,23.56,28.16,87.46
1990,11,15,6.62051,3.52061,25.65,23.09,28.71,87.22
1990,11,16,6.62051,3.52061,26.2,23.55,29.28,86.95
1990,11,17,6.62051,3.52061,26.56,24.16,29.63,85.67
1990,11,18,6.62051,3.52061,26.51,23.86,29.62,84.63
1990,11,19,6.62051,3.52061,25.89,24.36,27.99,86.29
1990,11,20,6.62051,3.52061,27.08,24.03,30.82,79.76
1990,11,21,6.62051,3.52061,27.1,24.64,30.4,83.38
1990,11,22,6.62051,3.52061,26.79,24.69,29.53,84.74
1990,11,23,6.62051,3.52061,26.26,24.42,28.7,87.06
1990,11,24,6.62051,3.52061,26.67,23.82,30.3,84.73
1990,11,25,6.62051,3.52061,26.87,24.2,30.25,83.44
1990,11,26,6.62051,3.52061,26.42,24.24,29.05,85.24
1990,11,27,6.62051,3.52061,26.22,24.51,28.9,83.52
1990,11,28,6.62051,3.52061,25.94,23.93,28.44,86.54
1990,11,29,6.62051,3.52061,26.35,23.97,29.51,85.68
1990,11,30,6.62051,3.52061,26.51,23.81,30.14,84.29
1990,12,1,6.62051,3.52061,26.67,23.97,30.24,83.64
1990,12,2,6.62051,3.52061,27.03,24.08,30.6,80.62
1990,12,3,6.62051,3.52061,27.02,23.78,31.11,81.53
1990,12,4,6.62051,3.52061,26.55,24.35,29.31,84.49
1990,12,5,6.62051,3.52061,26.89,23.78,30.97,81.28
1990,12,6,6.62051,3.52061,26.77,23.53,30.56,82.69
1990,12,7,6.62051,3.52061,26.37,23.91,29.24,86.68
1990,12,8,6.62051,3.52061,26.2,24.54,28.85,88.99
1990,12,9,6.62051,3.52061,26.23,24.17,29.22,87.45
1990,12,10,6.62051,3.52061,26.18,24.18,29.07,88.64
1990,12,11,6.62051,3.52061,25.58,24.26,27.93,89.93
1990,12,12,6.62051,3.52061,25.35,23.45,27.99,86.15
1990,12,13,6.62051,3.52061,25.71,23.8,28.47,86.97
1990,12,14,6.62051,3.52061,26.06,23.73,29.05,87.07
1990,12,15,6.62051,3.52061,25.72,24.25,27.59,87.67
1990,12,16,6.62051,3.52061,24.96,23.46,27.09,88.58
1990,12,17,6.62051,3.52061,25.68,23.25,29.32,85.5
1990,12,18,6.62051,3.52061,26.01,23.6,29.32,85.64
1990,12,19,6.62051,3.52061,26.19,23.32,29.59,85.54
1990,12,20,6.62051,3.52061,26.24,23.22,30.09,83.9
1990,12,21,6.62051,3.52061,26.31,23.05,30.13,83.88
1990,12,22,6.62051,3.52061,26.17,23.67,29.35,87.11
1990,12,23,6.62051,3.52061,25.44,24.12,27.32,90.25
1990,12,24,6.62051,3.52061,25.17,23.19,28.01,85.31
1990,12,25,6.62051,3.52061,25.65,21.18,30.53,69.37
1990,12,26,6.62051,3.52061,25.95,21.78,30.51,76.24
1990,12,27,6.62051,3.52061,26.31,22.81,30.32,82.31
1990,12,28,6.62051,3.52061,26.66,23.48,30.63,81.99
1990,12,29,6.62051,3.52061,26.79,23.95,30.36,80.79
1990,12,30,6.62051,3.52061,26.79,24.11,30.2,77.41
1990,12,31,6.62051,3.52061,24.06,20.47,28.34,65.38
1991,1,1,6.62051,3.52061,23.14,17.29,28.14,59.82
1991,1,2,6.62051,3.52061,23.18,17.65,28.64,63.99
1991,1,3,6.62051,3.52061,24.48,19.35,29.43,61.72
1991,1,4,6.62051,3.52061,25.17,20.05,29.8,61.01
1991,1,5,6.62051,3.52061,25.69,21.9,30.21,66.08
1991,1,6,6.62051,3.52061,25.76,21.85,30.28,75.8
1991,1,7,6.62051,3.52061,26.29,23.36,30.34,81.73
1991,1,8,6.62051,3.52061,26.73,23.38,31.23,79.57
1991,1,9,6.62051,3.52061,27.23,23.96,31.91,77.84
1991,1,10,6.62051,3.52061,26.63,23.19,31.22,75.61
1991,1,11,6.62051,3.52061,26.77,24.02,31.03,77.32
1991,1,12,6.62051,3.52061,26.56,23.68,31.05,78
1991,1,13,6.62051,3.52061,25.29,21.66,30.12,70.88
1991,1,14,6.62051,3.52061,25.5,21.63,30.52,71.37
1991,1,15,6.62051,3.52061,26.21,23.15,30.72,75.67
1991,1,16,6.62051,3.52061,26.68,23.82,31.07,79.19
1991,1,17,6.62051,3.52061,26.84,23.37,31.24,79.72
1991,1,18,6.62051,3.52061,27.02,23.89,31.11,81.1
1991,1,19,6.62051,3.52061,27.08,24.41,30.65,81.37
1991,1,20,6.62051,3.52061,27.1,24.46,30.71,80.67
1991,1,21,6.62051,3.52061,26.66,24.59,29.61,82.21
1991,1,22,6.62051,3.52061,26.89,24.27,30.75,77.93
1991,1,23,6.62051,3.52061,27.04,24.29,30.8,77.84
1991,1,24,6.62051,3.52061,26.91,24.3,30.61,80.5
1991,1,25,6.62051,3.52061,26.95,23.94,30.53,80.83
1991,1,26,6.62051,3.52061,27.2,24.41,31.49,80.59
1991,1,27,6.62051,3.52061,27.02,24.07,31.04,81.8
1991,1,28,6.62051,3.52061,26.63,23.9,30.1,82.96
1991,1,29,6.62051,3.52061,26.96,23.81,31.27,81.19
1991,1,30,6.62051,3.52061,27.04,23.83,31.56,81.47
1991,1,31,6.62051,3.52061,27.42,23.89,31.79,79.49
1991,2,1,6.62051,3.52061,27.7,24.08,32.34,77.32
1991,2,2,6.62051,3.52061,27.38,24.36,31.26,81.27
1991,2,3,6.62051,3.52061,26.5,25.02,28.62,86.21
1991,2,4,6.62051,3.52061,26.89,24.17,30.22,81.58
1991,2,5,6.62051,3.52061,26.57,24.6,29.1,83.64
1991,2,6,6.62051,3.52061,26.82,24.26,30.02,82.96
1991,2,7,6.62051,3.52061,27.12,24.31,30.41,82.51
1991,2,8,6.62051,3.52061,27.4,24.57,31.19,80.7
1991,2,9,6.62051,3.52061,27.07,24.57,30.24,82.54
1991,2,10,6.62051,3.52061,27.29,24.53,30.45,82.13
1991,2,11,6.62051,3.52061,27.16,24.54,30.96,82.4
1991,2,12,6.62051,3.52061,26.93,24,30.51,84.13
1991,2,13,6.62051,3.52061,26.54,24.86,29.05,85.74
1991,2,14,6.62051,3.52061,26.51,23.88,29.59,82.68
1991,2,15,6.62051,3.52061,26.74,24.14,30.11,82.42
1991,2,16,6.62051,3.52061,26.59,24.49,29.32,83.61
1991,2,17,6.62051,3.52061,27.21,24.97,30.47,80.87
1991,2,18,6.62051,3.52061,27.31,24.61,30.86,79.82
1991,2,19,6.62051,3.52061,27.33,24.35,30.85,81.39
1991,2,20,6.62051,3.52061,27.39,24.7,31.09,80.85
1991,2,21,6.62051,3.52061,27.15,25.28,29.94,82.67
1991,2,22,6.62051,3.52061,27.29,24.69,30.56,82.96
1991,2,23,6.62051,3.52061,27.59,25.22,30.99,81.34
1991,2,24,6.62051,3.52061,27.69,25.26,31.39,80.1
1991,2,25,6.62051,3.52061,27.09,24.81,30.3,83.65
1991,2,26,6.62051,3.52061,27.13,24.74,30.37,82.82
1991,2,27,6.62051,3.52061,27.02,24.59,30.31,83.84
1991,2,28,6.62051,3.52061,27.28,24.51,31.04,81.45
1991,3,1,6.62051,3.52061,27.11,24.75,30.62,83.65
1991,3,2,6.62051,3.52061,27.05,24.82,30.67,82.21
1991,3,3,6.62051,3.52061,26.68,24.02,29.71,74.95
1991,3,4,6.62051,3.52061,27.67,24.74,31.91,78.06
1991,3,5,6.62051,3.52061,27.1,24.82,30.39,84.04
1991,3,6,6.62051,3.52061,27.35,24.47,31.67,80.55
1991,3,7,6.62051,3.52061,26.83,24.68,29.65,85.8
1991,3,8,6.62051,3.52061,26.94,24.66,30.47,85.64
1991,3,9,6.62051,3.52061,27.5,24.46,31.55,82.25
1991,3,10,6.62051,3.52061,27.05,24.86,30.49,85.62
1991,3,11,6.62051,3.52061,26.88,24.65,30.2,86.89
1991,3,12,6.62051,3.52061,26.64,24.91,29.26,88.47
1991,3,13,6.62051,3.52061,26.97,24.53,29.83,84.18
1991,3,14,6.62051,3.52061,27,24.88,29.72,86.06
1991,3,15,6.62051,3.52061,26.75,25.16,29.03,87.97
1991,3,16,6.62051,3.52061,27.78,24.41,31.43,80.53
1991,3,17,6.62051,3.52061,27.41,25.54,29.68,83.92
1991,3,18,6.62051,3.52061,27.1,25.35,29.56,85.13
1991,3,19,6.62051,3.52061,27.26,24.97,30.17,82.32
1991,3,20,6.62051,3.52061,26.98,25.03,29.41,85.32
1991,3,21,6.62051,3.52061,26.99,24.89,29.9,84.93
1991,3,22,6.62051,3.52061,26.97,24.37,29.95,82.87
1991,3,23,6.62051,3.52061,26.78,25.01,29.37,85.34
1991,3,24,6.62051,3.52061,27.62,24.32,31.92,76.88
1991,3,25,6.62051,3.52061,27.7,24.61,31.65,79.42
1991,3,26,6.62051,3.52061,27.37,25.33,30.11,83.72
1991,3,27,6.62051,3.52061,27.3,25.82,29.54,84.98
1991,3,28,6.62051,3.52061,27.43,25.58,30.05,82.07
1991,3,29,6.62051,3.52061,27.33,25,30.04,83.72
1991,3,30,6.62051,3.52061,27.82,25.33,31.23,82.11
1991,3,31,6.62051,3.52061,27.52,25.5,30.07,82.86
1991,4,1,6.62051,3.52061,27.17,25.31,29.8,82.35
1991,4,2,6.62051,3.52061,26.14,24.91,28.09,85.39
1991,4,3,6.62051,3.52061,26.78,24.37,30.18,81.49
1991,4,4,6.62051,3.52061,26.56,24.81,28.87,84.91
1991,4,5,6.62051,3.52061,26.99,24.82,30.11,82.59
1991,4,6,6.62051,3.52061,26.5,24.61,29.15,85.23
1991,4,7,6.62051,3.52061,26.7,24.38,30.11,84.75
1991,4,8,6.62051,3.52061,26.51,24.22,29.34,86.07
1991,4,9,6.62051,3.52061,25.85,24.32,27.87,89.95
1991,4,10,6.62051,3.52061,25.82,23.67,28.64,85.17
1991,4,11,6.62051,3.52061,26.67,23.46,30.3,81.61
1991,4,12,6.62051,3.52061,26.47,24.39,29.36,85.2
1991,4,13,6.62051,3.52061,26.35,24.32,29.3,86.97
1991,4,14,6.62051,3.52061,26.09,24.31,28.5,88.27
1991,4,15,6.62051,3.52061,26.55,24.66,29.67,85
1991,4,16,6.62051,3.52061,26.09,23.77,28.69,85.58
1991,4,17,6.62051,3.52061,26.22,24.42,29.02,86.02
1991,4,18,6.62051,3.52061,26.6,24.17,29.94,84.98
1991,4,19,6.62051,3.52061,26.13,24.55,28.38,89.4
1991,4,20,6.62051,3.52061,26.14,24.4,28.44,88.38
1991,4,21,6.62051,3.52061,26.73,24.47,30.04,83.04
1991,4,22,6.62051,3.52061,27.03,24.37,30.69,82.83
1991,4,23,6.62051,3.52061,27.09,24.51,30.33,84.75
1991,4,24,6.62051,3.52061,27.29,25.31,30.15,85.06
1991,4,25,6.62051,3.52061,27.35,25.49,30.1,85.19
1991,4,26,6.62051,3.52061,26.47,25,28.73,88.89
1991,4,27,6.62051,3.52061,26.13,24.65,28.48,90.26
1991,4,28,6.62051,3.52061,25.83,24.03,28.21,89.06
1991,4,29,6.62051,3.52061,26.11,23.87,28.98,88.89
1991,4,30,6.62051,3.52061,26.87,24.76,29.65,88.19
1991,5,1,6.62051,3.52061,26.5,24.93,28.96,90.1
1991,5,2,6.62051,3.52061,25.89,24.45,28.15,88.9
1991,5,3,6.62051,3.52061,25.92,24.31,27.96,89.63
1991,5,4,6.62051,3.52061,26.7,23.96,30.09,85.82
1991,5,5,6.62051,3.52061,26.36,24.61,29.08,88.98
1991,5,6,6.62051,3.52061,26.68,24.4,29.44,87.07
1991,5,7,6.62051,3.52061,26.56,24.45,28.9,87.8
1991,5,8,6.62051,3.52061,27.08,24.8,30.08,85.62
1991,5,9,6.62051,3.52061,27.14,25.15,29.77,86.89
1991,5,10,6.62051,3.52061,27.36,25.17,30.19,87.03
1991,5,11,6.62051,3.52061,27.16,25.43,29.72,86.99
1991,5,12,6.62051,3.52061,26.82,25.38,29.04,88.46
1991,5,13,6.62051,3.52061,25.72,24.54,26.79,93.78
1991,5,14,6.62051,3.52061,25.81,23.86,28.15,88.63
1991,5,15,6.62051,3.52061,26.21,24.26,28.7,87.79
1991,5,16,6.62051,3.52061,26.2,24.41,28.79,89.37
1991,5,17,6.62051,3.52061,26.02,24.54,28.07,90.99
1991,5,18,6.62051,3.52061,25.24,24.58,26.2,92.75
1991,5,19,6.62051,3.52061,26.5,24.28,29.55,85.96
1991,5,20,6.62051,3.52061,25.5,24.15,27.25,91.95
1991,5,21,6.62051,3.52061,26.11,24.09,28.59,87.12
1991,5,22,6.62051,3.52061,26.56,24.32,29.36,87.98
1991,5,23,6.62051,3.52061,25.62,24.59,26.92,93.59
1991,5,24,6.62051,3.52061,25.41,24.07,27.33,91.67
1991,5,25,6.62051,3.52061,25.3,24.09,26.56,84.44
1991,5,26,6.62051,3.52061,26.43,24.1,29.36,82.78
1991,5,27,6.62051,3.52061,26.42,23.99,29.41,84.14
1991,5,28,6.62051,3.52061,26.14,24.12,28.71,82.28
1991,5,29,6.62051,3.52061,26.27,23.48,29.51,77.19
1991,5,30,6.62051,3.52061,26.47,23.43,29.89,79.81
1991,5,31,6.62051,3.52061,26.67,24.43,29.43,84.71
1991,6,1,6.62051,3.52061,26.11,24.71,27.71,88.55
1991,6,2,6.62051,3.52061,26.4,24.33,28.7,87.29
1991,6,3,6.62051,3.52061,26.41,24.33,28.77,88.02
1991,6,4,6.62051,3.52061,26.31,24.87,28.49,90.48
1991,6,5,6.62051,3.52061,26.12,24.42,28.53,85.63
1991,6,6,6.62051,3.52061,26.14,23.3,29.36,84.73
1991,6,7,6.62051,3.52061,26.01,23.78,29.03,84.32
1991,6,8,6.62051,3.52061,26.32,23.13,29.95,84.28
1991,6,9,6.62051,3.52061,26.33,24.11,29.15,85.97
1991,6,10,6.62051,3.52061,26.24,24.26,28.99,87.56
1991,6,11,6.62051,3.52061,26.45,24.37,29.4,87.92
1991,6,12,6.62051,3.52061,26.4,24.22,29.27,86.82
1991,6,13,6.62051,3.52061,26.22,24.5,28.7,87.44
1991,6,14,6.62051,3.52061,26.21,24.35,28.89,86.68
1991,6,15,6.62051,3.52061,25.78,24.03,28.5,88.34
1991,6,16,6.62051,3.52061,25.46,23.56,28.41,86.92
1991,6,17,6.62051,3.52061,25.79,23.21,28.74,86.4
1991,6,18,6.62051,3.52061,25.88,24.07,28.5,89
1991,6,19,6.62051,3.52061,25.31,23.96,27.35,90.94
1991,6,20,6.62051,3.52061,25.15,23.64,26.89,91.8
1991,6,21,6.62051,3.52061,25.63,23.7,28.36,88.91
1991,6,22,6.62051,3.52061,25.36,23.72,27.92,88.86
1991,6,23,6.62051,3.52061,25.15,23.2,27.53,88.79
1991,6,24,6.62051,3.52061,25.39,23.39,27.79,89.39
1991,6,25,6.62051,3.52061,26.04,23.87,29.09,87.31
1991,6,26,6.62051,3.52061,25.42,24.15,27.53,90.56
1991,6,27,6.62051,3.52061,24.88,23.74,26.62,91.58
1991,6,28,6.62051,3.52061,24.91,23.27,27.18,90.4
1991,6,29,6.62051,3.52061,25.02,23.54,26.95,92.15
1991,6,30,6.62051,3.52061,24.65,23.36,26.67,89.87
1991,7,1,6.62051,3.52061,24.68,23.14,26.88,90.95
1991,7,2,6.62051,3.52061,24.99,23.24,27.66,90.24
1991,7,3,6.62051,3.52061,24.91,23.52,27.11,89.31
1991,7,4,6.62051,3.52061,25.06,23.07,27.75,89.44
1991,7,5,6.62051,3.52061,24.87,23.48,27.11,90.87
1991,7,6,6.62051,3.52061,25.11,23.41,27.83,89.14
1991,7,7,6.62051,3.52061,25.24,23.34,28.12,87.51
1991,7,8,6.62051,3.52061,25.03,22.87,27.65,87.91
1991,7,9,6.62051,3.52061,24.78,23.29,27.07,88.53
1991,7,10,6.62051,3.52061,25.33,23.3,28.26,85.26
1991,7,11,6.62051,3.52061,24.78,23.53,26.78,90.95
1991,7,12,6.62051,3.52061,25.23,23.68,28.11,90.51
1991,7,13,6.62051,3.52061,24.68,23.66,26.32,92.22
1991,7,14,6.62051,3.52061,24.48,23.26,26.29,91.65
1991,7,15,6.62051,3.52061,24.37,22.94,26.84,89.21
1991,7,16,6.62051,3.52061,24.6,22.59,27.64,86.69
1991,7,17,6.62051,3.52061,24.05,22.65,25.68,92.41
1991,7,18,6.62051,3.52061,24.31,23.14,26.07,93.07
1991,7,19,6.62051,3.52061,24.69,23.38,26.97,90.03
1991,7,20,6.62051,3.52061,24.56,23.34,26.38,90.16
1991,7,21,6.62051,3.52061,24.7,23.01,26.95,89.88
1991,7,22,6.62051,3.52061,25.01,23.1,27.74,88.22
1991,7,23,6.62051,3.52061,25.07,23.2,27.83,86.36
1991,7,24,6.62051,3.52061,25.12,22.45,28.43,85.38
1991,7,25,6.62051,3.52061,24.33,23.08,26.43,90.5
1991,7,26,6.62051,3.52061,23.45,22.46,24.79,91.68
1991,7,27,6.62051,3.52061,24.14,22.08,26.79,87.22
1991,7,28,6.62051,3.52061,24.39,22.2,27.78,88.15
1991,7,29,6.62051,3.52061,24.01,22.21,26.82,88.28
1991,7,30,6.62051,3.52061,24.23,22.31,27.12,88.84
1991,7,31,6.62051,3.52061,24.15,22.64,26.92,89.74
1991,8,1,6.62051,3.52061,23.83,22.7,25.69,90.91
1991,8,2,6.62051,3.52061,23.68,22.72,25.46,90.58
1991,8,3,6.62051,3.52061,24.41,22.53,27.63,87.82
1991,8,4,6.62051,3.52061,24.39,22.57,27.57,86.32
1991,8,5,6.62051,3.52061,23.83,22.37,26.25,87.87
1991,8,6,6.62051,3.52061,23.77,22.34,26,87.33
1991,8,7,6.62051,3.52061,23.86,22.12,26.22,86.61
1991,8,8,6.62051,3.52061,24.29,21.64,27.89,85.36
1991,8,9,6.62051,3.52061,24.63,22.36,27.93,86.39
1991,8,10,6.62051,3.52061,24.12,22.49,26.16,89.79
1991,8,11,6.62051,3.52061,23.82,22.5,25.56,91.21
1991,8,12,6.62051,3.52061,24.2,22.03,27.34,89.68
1991,8,13,6.62051,3.52061,24.33,22.63,26.98,90.54
1991,8,14,6.62051,3.52061,24.25,22.67,26.64,89.69
1991,8,15,6.62051,3.52061,24.69,22.88,27.97,86.2
1991,8,16,6.62051,3.52061,24.03,22.34,26.58,88.59
1991,8,17,6.62051,3.52061,23.72,22.62,25.38,91.69
1991,8,18,6.62051,3.52061,24.45,22.69,27.44,88.1
1991,8,19,6.62051,3.52061,23.7,22.32,26.01,90.39
1991,8,20,6.62051,3.52061,23.95,22.46,26.45,90.8
1991,8,21,6.62051,3.52061,23.72,22.25,26.51,89.55
1991,8,22,6.62051,3.52061,23.71,22.02,26.65,89.43
1991,8,23,6.62051,3.52061,24.18,21.89,27.34,88.27
1991,8,24,6.62051,3.52061,23.87,22.45,26.03,89.5
1991,8,25,6.62051,3.52061,23.81,22.57,25.99,90.18
1991,8,26,6.62051,3.52061,24.17,22.71,26.92,89.01
1991,8,27,6.62051,3.52061,24.23,22.42,26.93,86.36
1991,8,28,6.62051,3.52061,23.85,21.69,26.6,86.83
1991,8,29,6.62051,3.52061,23.72,22.02,25.97,88.89
1991,8,30,6.62051,3.52061,24.56,22.2,27.97,86.3
1991,8,31,6.62051,3.52061,24.55,22.07,27.89,85.86
1991,9,1,6.62051,3.52061,24.4,22.23,26.81,87.55
1991,9,2,6.62051,3.52061,24.96,22.52,28.27,86.58
1991,9,3,6.62051,3.52061,24.92,22.89,28.13,87.64
1991,9,4,6.62051,3.52061,24.41,22.82,27.04,90.15
1991,9,5,6.62051,3.52061,24.45,22.49,27.3,89.66
1991,9,6,6.62051,3.52061,24.12,22.85,26.17,92.04
1991,9,7,6.62051,3.52061,24.5,22.42,27.42,90.27
1991,9,8,6.62051,3.52061,24.84,22.52,28.18,87.71
1991,9,9,6.62051,3.52061,25.24,22.23,28.98,86.13
1991,9,10,6.62051,3.52061,25.26,23.03,28.49,87.47
1991,9,11,6.62051,3.52061,25.37,23.12,28.71,87.33
1991,9,12,6.62051,3.52061,25.06,23.34,27.83,88.72
1991,9,13,6.62051,3.52061,25,23.34,27.37,89.36
1991,9,14,6.62051,3.52061,25.37,23.03,28.75,87.47
1991,9,15,6.62051,3.52061,25.36,23.1,28.5,87.79
1991,9,16,6.62051,3.52061,25.25,23.1,28.29,87.95
1991,9,17,6.62051,3.52061,25.1,23.02,28.06,88.39
1991,9,18,6.62051,3.52061,24.97,23.02,27.69,87.09
1991,9,19,6.62051,3.52061,25.23,23.1,28.31,85.95
1991,9,20,6.62051,3.52061,25.53,22.83,28.4,85.31
1991,9,21,6.62051,3.52061,25.75,23.62,28.49,85.83
1991,9,22,6.62051,3.52061,25.96,23.53,29.24,85.39
1991,9,23,6.62051,3.52061,25.47,23.42,28.67,87.67
1991,9,24,6.62051,3.52061,25,23.71,27.09,90.53
1991,9,25,6.62051,3.52061,25.25,23.51,28.04,89.04
1991,9,26,6.62051,3.52061,25.22,23.21,28.47,88.16
1991,9,27,6.62051,3.52061,25.34,22.84,28.85,87.04
1991,9,28,6.62051,3.52061,25.64,23.02,29.35,86.38
1991,9,29,6.62051,3.52061,25.12,23.5,27.89,89.21
1991,9,30,6.62051,3.52061,25.36,23.07,28.7,87.23
1991,10,1,6.62051,3.52061,25.39,23.49,28.46,87.37
1991,10,2,6.62051,3.52061,24.7,23.42,26.7,89.99
1991,10,3,6.62051,3.52061,24.39,23.36,26.17,91.06
1991,10,4,6.62051,3.52061,24.52,23.04,27.12,88.81
1991,10,5,6.62051,3.52061,24.45,22.68,27.32,88.01
1991,10,6,6.62051,3.52061,24.29,22.59,26.75,90.45
1991,10,7,6.62051,3.52061,24.64,22.97,27.1,90.43
1991,10,8,6.62051,3.52061,24.9,23.22,27.49,89.6
1991,10,9,6.62051,3.52061,24.19,23.1,26.03,93.01
1991,10,10,6.62051,3.52061,24.61,22.38,27.55,88.81
1991,10,11,6.62051,3.52061,24.77,22.83,27.73,89.09
1991,10,12,6.62051,3.52061,24.66,22.5,28.1,87.45
1991,10,13,6.62051,3.52061,24.62,21.85,28.3,86.54
1991,10,14,6.62051,3.52061,24.69,21.78,28.26,87.3
1991,10,15,6.62051,3.52061,24.09,22.6,26.16,90.77
1991,10,16,6.62051,3.52061,23.85,22.38,25.85,91.61
1991,10,17,6.62051,3.52061,24.08,22.56,26.53,91.23
1991,10,18,6.62051,3.52061,24.27,21.89,27.19,89.39
1991,10,19,6.62051,3.52061,24.58,22.46,27.63,89.93
1991,10,20,6.62051,3.52061,25.17,22.45,28.67,87.76
1991,10,21,6.62051,3.52061,24.35,22.97,26.1,92.37
1991,10,22,6.62051,3.52061,24.25,22.66,26.2,90.32
1991,10,23,6.62051,3.52061,24.88,21.93,28.36,86.2
1991,10,24,6.62051,3.52061,25.37,22.89,28.7,86.11
1991,10,25,6.62051,3.52061,25.56,23.11,28.63,85.36
1991,10,26,6.62051,3.52061,25.57,23.13,28.74,85.8
1991,10,27,6.62051,3.52061,25.67,23.02,28.87,86.02
1991,10,28,6.62051,3.52061,24.96,23.57,26.72,89.58
1991,10,29,6.62051,3.52061,25.41,23.31,28.15,86.86
1991,10,30,6.62051,3.52061,25.53,23.41,28.51,87.31
1991,10,31,6.62051,3.52061,25.54,23.24,28.47,86.44
1991,11,1,6.62051,3.52061,25.32,23.14,27.9,86.97
1991,11,2,6.62051,3.52061,25.64,23.04,28.84,86.06
1991,11,3,6.62051,3.52061,25.95,23.81,28.83,86.1
1991,11,4,6.62051,3.52061,25.56,23.79,27.88,88.91
